5.378875255584717	1.4934071936253428E-11	6.446531752821371E-9	"EDL3"	"AT3G63060"	"251156_at"	"EID1-like F-box protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZT5]"
2.9556522369384766	6.600365462717762E-6	6.152014706272752E-5	""	"AT2G37870"	"266098_at"	""
2.687643051147461	8.1050396664468E-9	4.4313509764565874E-7	""	"AT5G04760"	"250858_at"	""
1.834731101989746	6.983544712768355E-7	1.1239677626819892E-5	""	"AT2G15780"	"265482_at"	""
1.1295433044433594	6.337233309790327E-4	0.0023695049185634065	""	"AT3G53980"	"251928_at"	""
0.8751683235168457	1.7026569283291852E-5	1.298501473512449E-4	""	"AT4G33930,AT4G34300"	"253316_s_at"	""
0.70892333984375	1.819035416747836E-4	8.580508150009301E-4	"EDS1"	"AT3G48090"	"252373_at"	"Protein EDS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU72]"
0.6778292655944824	0.0032421294418690126	0.00939005212409401	""	"AT5G38700"	"249522_at"	""
-0.6095466613769531	0.0020772187798797476	0.006415134891703937	""	"AT5G05960"	"250764_at"	""
-0.7545623779296875	1.5028766832392106E-5	1.1775437363195317E-4	"ASPG2"	"AT3G20015"	"256626_at"	"Protein ASPARTIC PROTEASE IN GUARD CELL 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHE3]"
-0.7768421173095703	0.002826684470059301	0.008346108600081115	""	"AT2G23540"	"267121_at"	""
-0.7933425903320312	7.712401617832871E-5	4.297790229552782E-4	""	"AT5G44400"	"249046_at"	""
-0.8933887481689453	7.926129109274892E-5	4.380777057497399E-4	""	"AT2G30890"	"267192_at"	""
