"Log-ratio"	"p-value"	"minFDR"	"MSU Locus"	"Gene"	"Measure"	"Description"
3.1536827087402344	1.2768414760747668E-4	0.028616990945286653	"LOC_Os03g58600"	"LOC_Os03g58600"	"Os.40026.1.S1_at"	"PAZ domain containing protein, putative, expressed"
2.6680946350097656	7.279859582122075E-6	0.011153408505115037	"LOC_Os02g44080"	"LOC_Os02g44080"	"Os.12345.1.S1_s_at"	"aquaporin protein, putative, expressed"
2.6387939453125	2.334453321487644E-5	0.014157515053133275	"LOC_Os07g41370"	"LOC_Os07g41370"	"Os.4573.1.S1_at"	"OsMADS18 - MADS-box family gene with MIKCc type-box, expressed"
2.553232192993164	6.644055074103429E-5	0.023624783953091706	"LOC_Os03g59380"	"LOC_Os03g59380"	"OsAffx.25767.1.S1_s_at"	"LTPL28 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
2.299121856689453	1.0410938434101895E-5	0.012166668837167221	"LOC_Os04g11030"	"LOC_Os04g11030"	"Os.6048.1.A1_at"	"expressed protein"
2.283209800720215	1.1819280881984331E-5	0.012982547599577964	"LOC_Os06g47910"	"LOC_Os06g47910"	"Os.54869.1.S1_at"	"GDSL-like lipase/acylhydrolase, putative, expressed"
2.2207231521606445	3.532881863086055E-4	0.04128677154425067	"LOC_Os07g26630"	"LOC_Os07g26630"	"Os.8118.1.S1_at"	"aquaporin protein, putative, expressed"
2.2101802825927734	4.1793803796659316E-4	0.04352418881885493	"LOC_Os04g11120"	"LOC_Os04g11120"	"OsAffx.25978.1.S1_at"	"expressed protein"
2.191129684448242	7.705909511471176E-5	0.024720859905329393	"LOC_Os05g47540"	"LOC_Os05g47540"	"Os.17921.1.S1_at"	"CPuORF26 - conserved peptide uORF-containing transcript, expressed"
2.1203155517578125	5.508747361778279E-4	0.048538583396019665	"LOC_Os10g36924"	"LOC_Os10g36924"	"OsAffx.27508.100.S1_s_at"	"aquaporin protein, putative, expressed"
2.1044845581054688	2.504651635675012E-6	0.008929180468683903	"LOC_Os05g43460"	"LOC_Os05g43460"	"Os.14885.1.S1_at"	"DUF567 domain containing protein, putative, expressed"
2.035938262939453	4.9460078858117984E-5	0.02060819910697043	"LOC_Os01g68050"	"LOC_Os01g68050"	"Os.8422.1.S1_at"	"transmembrane amino acid transporter protein, putative, expressed"
2.03436279296875	5.775141474280429E-4	0.04921941657005011	"LOC_Os01g50700"	"LOC_Os01g50700"	"Os.3419.1.S1_a_at"	"dehydrin family protein, expressed"
2.029252052307129	7.700770838521436E-6	0.011153408505115037	"LOC_Os12g32970"	"LOC_Os12g32970"	"Os.51737.1.S1_x_at"	"membrane associated DUF588 domain containing protein, putative, expressed"
2.013599395751953	3.0053203761880664E-5	0.015973381430861442	"LOC_Os03g04080"	"LOC_Os03g04080"	"Os.50019.1.S1_at"	"expressed protein"
2.012669563293457	7.383703988027881E-6	0.011153408505115037	"LOC_Os09g30458"	"LOC_Os09g30458"	"OsAffx.30101.1.S1_s_at"	"subtilisin-like protease, putative, expressed"
1.9811325073242188	1.6080758110052584E-5	0.014157515053133275	"LOC_Os12g12934"	"LOC_Os12g12934"	"Os.19586.1.S1_at"	"peptide transporter PTR3-A, putative, expressed"
1.888498306274414	2.1228091021180777E-5	0.014157515053133275	"LOC_Os09g33940"	"LOC_Os09g33940"	"Os.28448.1.S1_at"	"expressed protein"
1.8813467025756836	5.913174765542844E-5	0.02276363584448152	"LOC_Os03g21480"	"LOC_Os03g21480"	"OsAffx.12970.1.S1_s_at"	"HAD superfamily phosphatase, putative, expressed"
1.8770742416381836	6.30662597018234E-6	0.011153408505115037	"LOC_Os12g37840"	"LOC_Os12g37840"	"Os.18879.1.S2_at"	"boron transporter protein, putative, expressed"
1.8538904190063477	4.729640895449454E-4	0.04565884207750959	"LOC_Os12g05590"	"LOC_Os12g05590"	"Os.57548.1.S1_at"	"RCN3 Centroradialis-like1 homogous to TFL1 gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed"
1.840327262878418	1.8615942990854514E-5	0.014157515053133275	"LOC_Os02g49986"	"LOC_Os02g49986"	"Os.7051.1.S1_at"	"MYB family transcription factor, putative, expressed"
1.8291072845458984	3.897984379556896E-6	0.00981152652829698	"LOC_Os02g07030"	"LOC_Os02g07030"	"Os.54830.1.S1_at"	"DUF640 domain containing protein, putative, expressed"
1.82537841796875	2.6032451612227175E-4	0.036375659516180575	"LOC_Os01g13520"	"LOC_Os01g13520"	"Os.22269.1.S1_at"	"auxin response factor 1, putative, expressed"
1.808638572692871	2.5286042850677276E-5	0.014515963055436171	"LOC_Os01g07530"	"LOC_Os01g07530"	"Os.6418.1.S1_at"	"uncharacterized glycosyltransferase, putative, expressed"
1.776926040649414	1.0645932416499635E-4	0.02677625617489173	"LOC_Os12g02290"	"LOC_Os12g02290"	"Os.28462.1.S1_s_at"	"LTPL23 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
1.7581729888916016	1.231988060682875E-4	0.028519498623508336	"LOC_Os12g43660"	"LOC_Os12g43660"	"Os.53319.1.S1_at"	"receptor-like protein kinase HAIKU2 precursor, putative, expressed"
1.7574577331542969	8.12722429143193E-5	0.025116997907175472	"LOC_Os11g37200"	"LOC_Os11g37200"	"Os.52821.1.S1_at"	"transmembrane BAX inhibitor motif-containing protein, putative, expressed"
1.734419822692871	3.2056438972278824E-4	0.04003628992560716	"LOC_Os04g49260"	"LOC_Os04g49260"	"Os.55252.1.S1_at"	"heavy metal-associated domain containing protein, expressed"
1.7152423858642578	4.706881643986869E-5	0.020265602783491887	"LOC_Os02g26794"	"LOC_Os02g26794"	"Os.9574.1.S1_at"	"expressed protein"
1.6889381408691406	2.2593535258853173E-5	0.014157515053133275	"LOC_Os05g11210"	"LOC_Os05g11210"	"OsAffx.26826.1.S1_at"	"lachrymatory factor synthase, putative, expressed"
1.6728343963623047	1.791471470262939E-4	0.03184454828857744	"LOC_Os10g34230"	"LOC_Os10g34230"	"Os.46895.1.S1_at"	"cytokinin dehydrogenase precursor, putative, expressed"
1.669539451599121	1.0448419828815381E-4	0.02671040575300757	"LOC_Os04g11040"	"LOC_Os04g11040"	"OsAffx.25975.1.S1_at"	"expressed protein"
1.6621675491333008	1.2426639790678152E-5	0.013082884616895439	"LOC_Os06g11980"	"LOC_Os06g11980"	"Os.7831.1.S1_at"	"DUF581 domain containing protein, expressed"
1.654740333557129	1.0356504780325044E-4	0.02671040575300757	"LOC_Os06g07220"	"LOC_Os06g07220"	"Os.4223.1.S1_s_at"	"LTPL128 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
1.6483497619628906	6.742009965231594E-7	0.005515301252057705	"LOC_Os03g03810"	"LOC_Os03g03810"	"Os.10652.1.S1_at"	"DEF8 - Defensin and Defensin-like DEFL family, expressed"
1.6286163330078125	1.8003916121834933E-4	0.03184454828857744	"LOC_Os11g43980"	"LOC_Os11g43980"	"Os.11563.1.S1_at"	"peroxidase precursor, putative, expressed"
1.6085586547851562	4.561183297610068E-5	0.01990013864858622	"LOC_Os02g54140"	"LOC_Os02g54140"	"Os.49648.1.S1_s_at"	"hsp20/alpha crystallin family protein, putative, expressed"
1.5884208679199219	2.9500514168255795E-5	0.015973381430861442	"LOC_Os03g12730"	"LOC_Os03g12730"	"Os.18287.1.S1_at"	"receptor protein kinase CLAVATA1 precursor, putative, expressed"
1.5765619277954102	3.3717994815586156E-4	0.04041466030606631	"LOC_Os02g56510"	"LOC_Os02g56510"	"Os.6567.1.S1_at"	"phosphate transporter 1, putative, expressed"
1.5616111755371094	1.8535273069586052E-5	0.014157515053133275	"LOC_Os06g11320"	"LOC_Os06g11320"	"Os.15219.1.S1_at"	"peptidyl-prolyl cis-trans isomerase CYP40, putative, expressed"
1.539414405822754	8.186415681321472E-5	0.025116997907175472	"LOC_Os06g45610"	"LOC_Os06g45610"	"Os.28031.1.S1_at"	"expressed protein"
1.5386476516723633	1.4779650374820963E-4	0.02988147654859239	"LOC_Os06g50900"	"LOC_Os06g50900"	"Os.11409.1.S1_at"	"expressed protein"
1.522745132446289	4.656832227859006E-6	0.010158724277333494	"LOC_Os09g25620"	"LOC_Os09g25620"	"Os.11412.1.S1_a_at"	"CPuORF8 - conserved peptide uORF-containing transcript, expressed"
1.522329330444336	2.7288003388191137E-6	0.008929180468683903	"LOC_Os06g50960"	"LOC_Os06g50960"	"Os.47341.1.A1_at"	"expansin precursor, putative, expressed"
1.5200347900390625	5.572895894493646E-4	0.048679355613183165	"LOC_Os11g30500"	"LOC_Os11g30500"	"Os.34523.1.S1_at"	"HVA22, putative, expressed"
1.5127983093261719	1.8151933264720234E-4	0.031933739800439544	"LOC_Os11g02330"	"LOC_Os11g02330"	"Os.37860.1.S1_at"	"LTPL22 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
1.505483627319336	2.556798996859413E-4	0.036375659516180575	"LOC_Os04g33920"	"LOC_Os04g33920"	"OsAffx.26317.1.S2_at"	"LTPL102 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
1.5014114379882812	3.840879943565885E-4	0.04219444908571799	"LOC_Os04g36070"	"LOC_Os04g36070"	"Os.8117.1.S1_at"	"OsRR1 type-A response regulator, expressed"
1.4998197555541992	1.4278678756125473E-4	0.02988147654859239	"LOC_Os07g22930"	"LOC_Os07g22930"	"Os.9212.1.S1_at"	"starch synthase, putative, expressed"
1.4836959838867188	7.31854214210835E-5	0.024219883588669323	"LOC_Os02g07820"	"LOC_Os02g07820"	"Os.11392.2.S1_at"	"DUF581 domain containing protein, expressed"
1.4729676246643066	4.5857325264710147E-4	0.04533363738102252	"LOC_Os01g10110"	"LOC_Os01g10110"	"Os.43596.1.S1_at"	"cytokinin dehydrogenase precursor, putative, expressed"
1.4727373123168945	1.4793714323305322E-4	0.02988147654859239	"LOC_Os03g51690"	"LOC_Os03g51690"	"Os.151.1.S1_x_at"	"Homeobox domain containing protein, expressed"
1.467477798461914	1.9010027202737397E-4	0.032230368400413115	"LOC_Os02g52180"	"LOC_Os02g52180"	"Os.53242.1.S1_at"	"plastocyanin-like domain containing protein, putative, expressed"
1.458359718322754	8.14613392595735E-6	0.011153408505115037	"LOC_Os06g18670"	"LOC_Os06g18670"	"Os.48061.1.A1_x_at"	"anthocyanidin 3-O-glucosyltransferase, putative, expressed"
1.4527053833007812	2.594829687059379E-4	0.036375659516180575	"LOC_Os01g73980"	"LOC_Os01g73980"	"Os.9015.1.S1_at"	"xylem cysteine proteinase 2 precursor, putative, expressed"
1.4521808624267578	2.823410964393434E-4	0.037745759630226555	"LOC_Os03g56200"	"LOC_Os03g56200"	"Os.29068.1.S1_at"	"expressed protein"
1.4519901275634766	2.555610107019294E-4	0.036375659516180575	"LOC_Os08g44750"	"LOC_Os08g44750"	"Os.5091.1.S1_at"	"auxin-induced protein 5NG4, putative, expressed"
1.4264812469482422	3.0661437963685016E-5	0.015973381430861442	"LOC_Os03g22230"	"LOC_Os03g22230"	"Os.53467.1.S1_at"	"POEI47 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
1.41607666015625	1.3385976542300816E-4	0.029201061627811154	"LOC_Os02g13520"	"LOC_Os02g13520"	"Os.7355.1.S1_at"	"OsIAA7 - Auxin-responsive Aux/IAA gene family member, expressed"
1.4055824279785156	1.4392977556432356E-4	0.02988147654859239	"LOC_Os06g11310"	"LOC_Os06g11310"	"Os.50764.1.S1_at"	"plastocyanin-like domain containing protein, putative, expressed"
1.403742790222168	3.3446626193318896E-4	0.04041466030606631	"LOC_Os07g49370"	"LOC_Os07g49370"	"Os.51101.1.S1_at"	"glycosyltransferase family 43 protein, putative, expressed"
1.3964433670043945	1.833022007681627E-5	0.014157515053133275	"LOC_Os02g53320"	"LOC_Os02g53320"	"Os.8908.1.S1_at"	"universal stress protein domain containing protein, putative, expressed"
1.3923473358154297	8.355198985630197E-5	0.025314705667388086	"LOC_Os01g27360"	"LOC_Os01g27360"	"Os.25651.1.S1_at"	"glutathione S-transferase, putative, expressed"
1.3829498291015625	2.1029820994022042E-5	0.014157515053133275	"LOC_Os09g27990"	"LOC_Os09g27990"	"Os.46749.1.S1_x_at"	"annexin, putative, expressed"
1.3803939819335938	3.411529701672156E-4	0.040741633174495	"LOC_Os03g25869"	"LOC_Os03g25869"	"Os.52960.1.S1_x_at"	"amino acid permease family protein, putative, expressed"
1.3790826797485352	4.1037422836460633E-4	0.043232224310956684	"LOC_Os01g68960"	"LOC_Os01g68960"	"OsAffx.23978.1.S1_at"	"expressed protein"
1.3763713836669922	1.0239970210036386E-4	0.02671040575300757	"LOC_Os01g41010"	"LOC_Os01g41010"	"Os.23844.1.A1_at"	"DUF581 domain containing protein, expressed"
1.373682975769043	1.2445982989685013E-4	0.028519498623508336	"LOC_Os12g05210"	"LOC_Os12g05210"	"Os.51775.1.S1_at"	"expressed protein"
1.3621110916137695	2.8269571228645585E-4	0.037745759630226555	"LOC_Os12g02080"	"LOC_Os12g02080"	"Os.11549.1.S1_at"	"peroxidase precursor, putative, expressed"
1.3570079803466797	2.4331101410392014E-6	0.008929180468683903	"LOC_Os03g51470"	"LOC_Os03g51470"	"Os.10468.1.S1_at"	"expressed protein"
1.3515081405639648	1.5354305034463503E-6	0.008929180468683903	"LOC_Os07g46920"	"LOC_Os07g46920"	"Os.15281.1.S1_x_at"	"sex determination protein tasselseed-2, putative, expressed"
1.349186897277832	5.518108007859946E-4	0.048538583396019665	"LOC_Os05g06320"	"LOC_Os05g06320"	"Os.7454.1.S1_a_at"	"ethylene receptor, putative, expressed"
1.333831787109375	8.213186162422149E-5	0.025116997907175472	"LOC_Os11g03230"	"LOC_Os11g03230"	"Os.11908.1.S1_s_at"	"nucleoside-triphosphatase, putative, expressed"
1.323073387145996	5.054251247151058E-6	0.010336575581829807	"LOC_Os03g51910"	"LOC_Os03g51910"	"Os.24540.1.A1_at"	"basic helix-loop-helix protein, putative, expressed"
1.3145751953125	1.2729856291385583E-4	0.028616990945286653	"LOC_Os03g20120"	"LOC_Os03g20120"	"Os.11323.1.S1_at"	"glycosyl transferase 8 domain containing protein, putative, expressed"
1.314560890197754	3.2871250734377717E-4	0.04013481591530999	"LOC_Os02g01190"	"LOC_Os02g01190"	"Os.20298.1.S1_at"	"POEI25 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
1.296910285949707	4.4770056636494007E-4	0.045052423814857315	"LOC_Os11g05470"	"LOC_Os11g05470"	"Os.49726.1.S1_at"	"RCN1 Centroradialis-like1 homogous to TFL1 gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed"
1.2808494567871094	1.1661066128401687E-4	0.027864812749169753	"LOC_Os02g37610"	"LOC_Os02g37610"	"Os.15853.1.S1_at"	"expressed protein"
1.2790184020996094	2.2435792165653584E-5	0.014157515053133275	"LOC_Os01g05650"	"LOC_Os01g05650"	"Os.46398.1.S1_s_at"	"metallothionein, putative, expressed"
1.2789649963378906	1.4868963090221496E-5	0.013515061395506327	"LOC_Os01g49640"	"LOC_Os01g49640"	"Os.18388.1.S1_at"	"LTPL149 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
